ISO8601,fromDate,toDate,bedtime,waketime,inBed,awake,fellAsleepIn,sessions,asleep,asleepAvg7,efficiency,efficiencyAvg7,quality,qualityAvg7,deep,deepAvg7,sleepBPM,sleepBPMAvg7,dayBPM,dayBPMAvg7,wakingBPM,wakingBPMAvg7,hrv,hrvAvg7,sleepHRV,sleepHRVAvg7,SpO2Avg,SpO2Min,SpO2Max,respAvg,respMin,respMax,apnea,tags,notes
2024-01-01T20:59:59-05:00,"Sunday, Dec 31, 2023","Monday, Jan 1, 2024",2024-01-01 03:00:00,2024-01-01 11:26:00,08:26:00,00:11:00,00:00:00,1,08:15:00,07:47:17,97.8,96.2,05:31:32,05:10:01,02:45:00,02:31:05,63.9,62.1,82.1,83.3,60.0,59.3,92,115,57,62,97.2,96,100,,,,,,
2024-01-02T20:59:59-05:00,"Monday, Jan 1, 2024","Tuesday, Jan 2, 2024",2024-01-02 01:00:00,2024-01-02 07:30:00,06:30:00,00:00:00,00:00:00,1,06:30:00,07:40:34,100.0,97.1,03:58:24,05:08:30,01:30:00,02:31:28,62.2,62.5,87.7,84.4,55.0,59.3,119,114,70,62,96.8,95,98,,,,,,
2024-01-03T20:59:59-05:00,"Tuesday, Jan 2, 2024","Wednesday, Jan 3, 2024",2024-01-03 01:22:00,2024-01-03 10:00:00,08:38:00,00:12:00,00:00:00,1,08:26:00,07:49:25,97.7,97.8,05:45:41,05:13:15,02:28:49,02:29:28,63.6,62.4,78.8,83.5,60.0,58.4,133,123,78,67,96.9,94,98,,,,,,
2024-01-04T20:59:59-05:00,"Wednesday, Jan 3, 2024","Thursday, Jan 4, 2024",2024-01-04 01:39:00,2024-01-04 12:02:00,10:23:00,00:49:00,00:00:00,1,09:34:00,08:14:25,92.1,96.8,07:02:06,05:36:43,03:59:10,02:43:07,63.9,62.6,75.6,81.9,64.0,59.3,174,132,89,70,96.7,95,99,,,,,,
2024-01-05T20:59:59-05:00,"Thursday, Jan 4, 2024","Friday, Jan 5, 2024",2024-01-05 04:29:00,2024-01-05 11:36:00,07:07:00,00:11:00,00:00:00,1,06:56:00,08:06:25,97.4,97.9,04:31:40,05:29:05,02:28:34,02:41:09,64.1,62.9,77.9,81.4,62.0,60.6,118,132,66,71,96.6,95,97,,,,,,
2024-01-06T20:59:59-05:00,"Friday, Jan 5, 2024","Saturday, Jan 6, 2024",2024-01-06 02:30:00,2024-01-06 11:01:00,08:31:00,00:00:00,00:00:00,1,08:31:00,08:17:08,100.0,97.9,06:00:25,05:38:24,02:15:16,02:41:48,63.5,63.1,82.0,80.2,58.0,60.3,112,132,65,71,97.0,94,100,,,,,,
2024-01-07T20:59:59-05:00,"Saturday, Jan 6, 2024","Sunday, Jan 7, 2024",2024-01-07 03:19:00,2024-01-07 12:13:00,08:54:00,00:00:00,00:00:00,1,08:54:00,08:09:25,100.0,97.9,05:42:11,05:30:17,01:58:40,02:29:21,66.0,63.9,80.4,80.6,63.0,60.3,122,124,68,70,96.5,95,97,,,,,,
2024-01-08T20:59:59-05:00,"Sunday, Jan 7, 2024","Monday, Jan 8, 2024",2024-01-08 03:38:00,2024-01-08 12:54:00,09:16:00,00:34:00,00:00:00,1,08:42:00,08:13:17,93.9,97.3,05:44:29,05:32:08,02:44:03,02:29:13,62.7,63.7,78.5,80.1,63.0,60.7,160,134,77,73,96.5,95,99,,,,,,
2024-01-09T20:59:59-05:00,"Monday, Jan 8, 2024","Tuesday, Jan 9, 2024",2024-01-09 03:23:00,2024-01-09 11:17:00,07:54:00,00:00:00,00:00:00,1,07:54:00,08:25:17,100.0,97.3,05:12:37,05:42:44,02:28:08,02:37:31,60.9,63.5,88.2,80.2,59.0,61.3,143,137,76,74,96.7,95,98,,,,,,
2024-01-10T20:59:59-05:00,"Tuesday, Jan 9, 2024","Wednesday, Jan 10, 2024",2024-01-10 02:16:00,2024-01-10 11:30:00,09:14:00,00:56:00,00:00:00,1,08:18:00,08:24:08,89.9,96.2,05:34:27,05:41:08,02:35:38,02:38:29,61.9,63.3,82.8,80.8,62.0,61.6,121,136,43,69,96.6,96,98,,,,,,
2024-01-11T20:59:59-05:00,"Wednesday, Jan 10, 2024","Thursday, Jan 11, 2024",2024-01-11 02:30:00,2024-01-11 11:47:00,09:17:00,00:21:00,00:00:00,1,08:56:00,08:18:42,96.2,96.8,06:34:19,05:37:10,02:53:25,02:29:06,65.0,63.4,91.3,83.0,62.0,61.3,67,120,49,64,96.7,94,98,,,,,,
2024-01-12T20:59:59-05:00,"Thursday, Jan 11, 2024","Friday, Jan 12, 2024",2024-01-12 03:00:00,2024-01-12 10:00:00,07:00:00,00:00:00,00:00:00,1,07:00:00,08:19:17,100.0,97.1,04:57:24,05:40:50,02:45:00,02:31:27,63.9,63.4,82.9,83.7,60.0,61.0,60,112,42,60,97.0,96,98,,,,,,
2024-01-13T20:59:59-05:00,"Friday, Jan 12, 2024","Saturday, Jan 13, 2024",2024-01-13 01:58:00,2024-01-13 09:45:00,07:47:00,00:22:00,00:00:00,1,07:25:00,08:09:51,95.3,96.5,05:00:20,05:32:15,02:28:20,02:33:19,65.4,63.7,91.6,85.1,58.0,61.0,112,112,64,60,96.3,95,98,,,,,,
2024-01-14T20:59:59-05:00,"Saturday, Jan 13, 2024","Sunday, Jan 14, 2024",2024-01-14 00:31:00,2024-01-14 08:49:00,08:18:00,00:01:00,00:00:00,1,08:17:00,08:04:34,99.8,96.4,04:59:08,05:26:06,01:33:11,02:29:40,63.4,63.3,82.8,85.4,59.0,60.4,164,118,72,61,96.2,94,98,,,,,,
2024-01-15T20:59:59-05:00,"Sunday, Jan 14, 2024","Monday, Jan 15, 2024",2024-01-15 02:41:00,2024-01-15 07:59:00,05:18:00,00:20:00,00:00:00,1,04:58:00,07:32:34,93.7,96.4,03:55:37,05:10:33,02:29:00,02:27:31,61.2,63.1,,,57.0,59.6,140,115,60,58,97.4,96,99,,,,,,
2024-01-17T20:59:59-05:00,"Tuesday, Jan 16, 2024","Wednesday, Jan 17, 2024",2024-01-16 16:09:00,2024-01-17 07:18:00,17:26:00,01:07:00,00:00:00,2,16:19:00,08:44:42,93.0,95.4,11:55:32,06:08:07,06:03:48,02:58:20,68.7,64.2,79.8,86.4,65.0,60.4,93,108,54,55,96.5,95,99,,,,,,
2024-01-18T20:59:59-05:00,"Wednesday, Jan 17, 2024","Thursday, Jan 18, 2024",2024-01-17 22:45:00,2024-01-18 01:30:00,02:45:00,00:15:00,00:00:00,1,02:30:00,07:55:00,90.9,95.6,01:38:12,05:34:22,01:00:00,02:44:40,65.2,64.7,84.7,86.7,59.0,60.0,131,110,83,61,94.8,93,97,,,,,,
2024-01-19T20:59:59-05:00,"Thursday, Jan 18, 2024","Friday, Jan 19, 2024",2024-01-18 17:15:00,2024-01-19 01:45:00,08:30:00,00:01:00,00:00:00,1,08:29:00,07:51:08,99.8,96.1,04:56:58,05:20:27,02:03:24,02:37:31,64.3,64.6,77.3,84.7,51.0,58.4,80,111,54,61,96.2,93,98,,,,,,
2024-01-20T20:59:59-05:00,"Friday, Jan 19, 2024","Saturday, Jan 20, 2024",2024-01-19 19:45:00,2024-01-20 05:30:00,09:45:00,00:37:00,00:00:00,1,09:08:00,08:09:25,93.7,95.2,06:42:43,05:35:30,04:11:47,02:49:55,62.1,64.3,88.8,85.5,56.0,57.9,67,112,51,63,95.7,92,98,,,,,,
2024-01-21T20:59:59-05:00,"Saturday, Jan 20, 2024","Sunday, Jan 21, 2024",2024-01-20 19:59:00,2024-01-21 05:30:00,09:31:00,00:29:00,00:00:00,1,09:02:00,08:23:17,94.9,95.1,06:06:46,05:44:59,03:25:05,02:58:02,61.1,63.7,77.9,83.6,63.0,58.6,111,112,79,65,96.6,95,99,,,,,,
2024-01-22T20:59:59-05:00,"Sunday, Jan 21, 2024","Monday, Jan 22, 2024",2024-01-21 19:15:00,2024-01-22 02:00:00,06:45:00,00:43:00,00:00:00,1,06:02:00,08:04:00,89.4,93.6,04:34:53,05:41:32,02:15:45,03:04:07,59.8,63.2,77.1,82.8,52.0,57.6,113,105,97,68,96.6,93,99,,,,,,
2024-01-23T20:59:59-05:00,"Monday, Jan 22, 2024","Tuesday, Jan 23, 2024",2024-01-22 19:10:00,2024-01-23 01:30:00,06:20:00,00:22:00,00:00:00,1,05:58:00,08:12:34,94.2,93.7,04:05:05,05:42:53,02:08:53,03:01:14,62.0,63.3,82.3,81.1,54.0,57.1,112,101,81,71,97.1,95,99,,,,,,
2024-01-24T20:59:59-05:00,"Tuesday, Jan 23, 2024","Wednesday, Jan 24, 2024",2024-01-23 18:45:00,2024-01-24 02:57:00,08:12:00,00:01:00,00:00:00,1,08:11:00,07:02:51,99.8,94.7,05:41:54,04:49:30,02:06:43,02:27:22,63.8,62.6,80.7,81.2,58.0,56.1,83,100,43,70,96.1,92,98,,,,,,
2024-01-25T20:59:59-05:00,"Wednesday, Jan 24, 2024","Thursday, Jan 25, 2024",2024-01-24 18:40:00,2024-01-25 01:35:00,06:55:00,00:01:00,00:00:00,1,06:54:00,07:40:34,99.8,95.9,04:39:44,05:15:26,02:33:20,02:40:42,64.9,62.6,81.0,80.7,54.0,55.4,73,91,46,65,96.4,95,97,,,,,,
2024-01-26T20:59:59-05:00,"Thursday, Jan 25, 2024","Friday, Jan 26, 2024",2024-01-25 17:24:00,2024-01-26 01:30:00,08:06:00,01:05:00,00:00:00,1,07:01:00,07:28:00,86.6,94.1,04:47:25,05:14:04,02:20:20,02:43:07,63.9,62.5,84.4,81.7,54.0,55.9,115,96,70,67,97.2,94,99,,,,,,
2024-01-27T20:59:59-05:00,"Friday, Jan 26, 2024","Saturday, Jan 27, 2024",2024-01-26 18:46:00,2024-01-27 01:45:00,06:59:00,00:44:00,00:00:00,1,06:15:00,07:03:17,89.5,93.5,04:44:09,04:57:08,02:24:14,02:27:45,62.7,62.6,86.4,81.4,59.0,56.3,72,97,49,67,95.5,95,97,,,,,,
2024-01-28T20:59:59-05:00,"Saturday, Jan 27, 2024","Sunday, Jan 28, 2024",2024-01-27 19:00:00,2024-01-28 04:30:00,09:30:00,00:27:00,00:00:00,1,09:03:00,07:03:25,95.3,93.5,05:55:43,04:55:33,03:01:00,02:24:19,63.6,62.9,81.1,81.9,63.0,56.3,59,89,43,61,96.4,94,98,,,,,,
2024-01-29T20:59:59-05:00,"Sunday, Jan 28, 2024","Monday, Jan 29, 2024",2024-01-28 16:35:00,2024-01-29 01:35:00,09:00:00,00:00:00,00:00:00,1,09:00:00,07:28:51,100.0,95.0,06:00:23,05:07:46,02:15:00,02:24:12,61.2,63.1,83.9,82.8,53.0,56.4,111,89,76,58,96.9,96,98,,,,,,
2024-01-30T20:59:59-05:00,"Monday, Jan 29, 2024","Tuesday, Jan 30, 2024",2024-01-29 17:55:00,2024-01-30 01:28:00,07:33:00,00:00:00,00:00:00,1,07:33:00,07:42:25,100.0,95.8,05:05:45,05:16:26,02:26:08,02:26:40,62.0,63.1,86.6,83.5,58.0,57.0,136,93,78,58,97.4,96,99,,,,,,
2024-01-31T20:59:59-05:00,"Tuesday, Jan 30, 2024","Wednesday, Jan 31, 2024",2024-01-30 17:57:00,2024-01-31 01:27:00,07:30:00,00:00:00,00:00:00,1,07:30:00,07:36:34,100.0,95.9,05:29:22,05:14:39,03:00:00,02:34:17,65.1,63.3,79.2,83.2,59.0,57.1,119,98,93,65,96.4,94,98,,,,,,
2024-02-01T20:59:59-05:00,"Wednesday, Jan 31, 2024","Thursday, Feb 1, 2024",2024-01-31 17:45:00,2024-02-01 01:35:00,07:50:00,00:15:00,00:00:00,1,07:35:00,07:42:25,96.8,95.5,05:25:40,05:21:12,02:26:15,02:33:16,66.3,63.5,,,59.0,57.9,134,106,121,76,96.8,96,98,,,,,,
