ISO8601,fromDate,toDate,bedtime,waketime,inBed,awake,fellAsleepIn,sessions,asleep,asleepAvg7,efficiency,efficiencyAvg7,quality,qualityAvg7,deep,deepAvg7,sleepBPM,sleepBPMAvg7,dayBPM,dayBPMAvg7,wakingBPM,wakingBPMAvg7,hrv,hrvAvg7,sleepHRV,sleepHRVAvg7,SpO2Avg,SpO2Min,SpO2Max,respAvg,respMin,respMax,apnea,tags,notes
2024-10-01T20:59:59-04:00,"Monday, Sep 30, 2024","Tuesday, Oct 1, 2024",2024-10-01 00:35:00,2024-10-01 09:14:00,08:39:00,00:01:00,00:00:00,1,08:38:00,07:45:25,99.8,96.6,06:06:17,05:24:53,03:02:49,02:21:31,61.6,61.9,80.3,83.7,61.0,60.6,65,77,45,47,95.8,94,98,15.1,13.5,17.0,,,
2024-10-02T20:59:59-04:00,"Tuesday, Oct 1, 2024","Wednesday, Oct 2, 2024",2024-10-01 23:58:00,2024-10-02 08:20:00,08:22:00,00:00:00,00:00:00,1,08:22:00,07:56:17,100.0,96.6,05:09:12,05:27:03,01:43:21,02:15:18,63.6,61.7,81.9,83.5,73.0,62.0,83,80,47,47,95.8,94,98,15.4,13.0,19.0,,,
2024-10-03T20:59:59-04:00,"Wednesday, Oct 2, 2024","Thursday, Oct 3, 2024",2024-10-03 00:10:00,2024-10-03 08:15:00,08:05:00,00:00:00,00:00:00,1,08:05:00,08:00:00,100.0,96.6,05:24:43,05:29:08,01:57:35,02:10:15,62.1,61.7,82.5,83.3,58.0,61.9,171,93,86,52,96.8,94,98,15.4,13.5,18.5,,,
2024-10-04T20:59:59-04:00,"Thursday, Oct 3, 2024","Friday, Oct 4, 2024",2024-10-04 01:00:00,2024-10-04 09:28:00,08:28:00,00:17:00,00:00:00,1,08:11:00,07:59:25,96.7,97.0,06:04:50,05:30:09,02:48:47,02:15:04,62.3,61.5,85.6,82.3,63.0,61.3,135,100,77,55,96.5,93,98,15.2,13.5,17.0,,,
2024-10-05T20:59:59-04:00,"Friday, Oct 4, 2024","Saturday, Oct 5, 2024",2024-10-05 01:00:00,2024-10-05 10:13:00,09:13:00,00:18:00,00:00:00,1,08:55:00,08:08:42,96.7,96.9,06:02:29,05:37:25,02:13:45,02:19:01,62.1,61.5,84.7,82.6,64.0,62.0,96,100,55,55,96.3,95,98,15.3,13.5,17.5,,,
2024-10-06T20:59:59-04:00,"Saturday, Oct 5, 2024","Sunday, Oct 6, 2024",2024-10-06 01:55:00,2024-10-06 10:42:00,08:47:00,00:00:00,00:00:00,1,08:47:00,08:16:51,100.0,98.3,05:28:16,05:38:17,01:57:07,02:14:46,61.3,61.7,79.8,82.7,59.0,62.4,51,97,38,55,95.9,94,97,15.4,13.0,19.0,,,
2024-10-07T20:59:59-04:00,"Sunday, Oct 6, 2024","Monday, Oct 7, 2024",2024-10-07 00:40:00,2024-10-07 08:27:00,07:47:00,00:00:00,00:00:00,1,07:47:00,08:23:34,100.0,99.0,04:49:40,05:35:04,02:00:31,02:14:50,60.4,61.9,84.3,82.7,63.0,63.0,60,95,36,55,96.4,94,99,15.2,12.5,18.5,,,
2024-10-08T20:59:59-04:00,"Monday, Oct 7, 2024","Tuesday, Oct 8, 2024",2024-10-08 01:32:00,2024-10-08 10:27:00,08:55:00,00:02:00,00:00:00,1,08:53:00,08:25:42,99.6,99.0,06:11:28,05:35:48,02:57:40,02:14:06,59.9,61.7,75.5,82.0,59.0,62.7,67,95,50,56,96.3,94,99,14.6,13.0,16.0,,,
2024-10-09T20:59:59-04:00,"Tuesday, Oct 8, 2024","Wednesday, Oct 9, 2024",2024-10-09 01:43:00,2024-10-09 07:57:00,06:14:00,00:14:00,00:00:00,1,06:00:00,08:05:25,96.3,98.5,04:08:24,05:27:07,01:45:00,02:14:20,63.4,61.7,82.8,82.2,58.0,60.6,83,95,50,56,96.1,95,98,15.1,13.0,19.0,,,
2024-10-10T20:59:59-04:00,"Wednesday, Oct 9, 2024","Thursday, Oct 10, 2024",2024-10-09 22:13:00,2024-10-10 08:00:00,09:47:00,01:58:00,00:00:00,1,07:49:00,08:03:08,79.9,95.6,06:11:34,05:33:49,03:04:45,02:23:56,61.3,61.5,84.2,82.4,58.0,60.6,75,81,42,50,96.2,95,98,15.1,12.5,19.0,,,
2024-10-11T20:59:59-04:00,"Thursday, Oct 10, 2024","Friday, Oct 11, 2024",2024-10-11 00:54:00,2024-10-11 10:08:00,09:14:00,00:01:00,00:00:00,1,09:13:00,08:12:00,99.8,96.0,05:51:07,05:31:51,02:18:15,02:19:34,63.4,61.7,85.4,82.4,67.0,61.1,113,78,42,45,96.2,95,99,15.0,13.0,19.0,,,
2024-10-12T20:59:59-04:00,"Friday, Oct 11, 2024","Saturday, Oct 12, 2024",2024-10-12 01:13:00,2024-10-12 08:46:00,07:33:00,00:06:00,00:00:00,1,07:27:00,07:59:25,98.7,96.3,05:19:06,05:25:39,01:59:12,02:17:30,62.5,61.8,86.0,82.6,63.0,61.0,65,74,45,43,96.2,95,98,15.0,13.0,18.5,,,"Early-ish train to Rhode Island"
2024-10-13T20:59:59-04:00,"Saturday, Oct 12, 2024","Sunday, Oct 13, 2024",2024-10-12 23:29:00,2024-10-13 04:29:00,05:00:00,00:01:00,00:00:00,1,04:59:00,07:26:51,99.7,96.3,03:44:00,05:10:45,01:56:17,02:17:22,63.1,62.0,96.4,85.0,54.0,60.3,76,77,50,45,96.4,94,98,14.8,12.0,17.0,,,"Walked across Rhode Island"
2024-10-14T20:59:59-04:00,"Sunday, Oct 13, 2024","Monday, Oct 14, 2024",2024-10-13 23:45:00,2024-10-14 10:42:00,10:57:00,00:05:00,00:00:00,1,10:52:00,07:53:17,99.2,96.2,07:39:24,05:35:00,03:32:17,02:30:29,68.4,63.2,85.5,85.1,58.0,59.6,67,78,37,45,95.6,93,98,16.7,14.0,20.5,,,"So tired from walking across Rhode Island"
2024-10-15T20:59:59-04:00,"Monday, Oct 14, 2024","Tuesday, Oct 15, 2024",2024-10-15 01:58:00,2024-10-15 10:14:00,08:16:00,00:00:00,00:00:00,1,08:16:00,07:48:00,100.0,96.2,05:25:52,05:28:29,02:25:53,02:25:57,59.0,63.0,82.4,86.1,57.0,59.3,97,82,68,48,95.3,94,97,15.1,13.5,17.5,,,
2024-10-16T20:59:59-04:00,"Tuesday, Oct 15, 2024","Wednesday, Oct 16, 2024",2024-10-16 01:09:00,2024-10-16 08:29:00,07:20:00,00:01:00,00:00:00,1,07:19:00,07:59:17,99.8,96.7,05:19:37,05:38:40,02:21:06,02:31:06,57.3,62.2,77.9,85.4,58.0,59.3,103,85,55,48,95.6,95,97,15.2,13.0,18.0,,,
2024-10-17T20:59:59-04:00,"Wednesday, Oct 16, 2024","Thursday, Oct 17, 2024",2024-10-17 01:15:00,2024-10-17 08:15:00,07:00:00,00:00:00,00:00:00,1,07:00:00,07:52:17,100.0,99.6,04:40:16,05:25:37,01:45:00,02:19:42,62.7,62.4,83.1,85.2,55.0,58.9,55,83,44,49,96.1,94,98,15.5,13.0,17.5,,,
2024-10-18T20:59:59-04:00,"Thursday, Oct 17, 2024","Friday, Oct 18, 2024",2024-10-18 01:29:00,2024-10-18 10:05:00,08:36:00,00:32:00,00:00:00,1,08:04:00,07:42:25,93.8,98.7,06:13:35,05:28:50,02:46:22,02:23:43,62.9,62.3,82.3,84.8,67.0,58.9,77,77,44,49,95.6,95,97,15.0,13.0,16.5,,,
2024-10-19T20:59:59-04:00,"Friday, Oct 18, 2024","Saturday, Oct 19, 2024",2024-10-19 01:13:00,2024-10-19 08:30:00,07:17:00,00:00:00,00:00:00,1,07:17:00,07:41:00,100.0,98.9,05:30:11,05:30:25,02:40:14,02:29:35,61.0,62.1,83.1,84.4,58.0,58.1,115,85,58,51,96.2,95,98,15.3,12.5,20.5,,,"Trip to Maine"
2024-10-20T20:59:59-04:00,"Saturday, Oct 19, 2024","Sunday, Oct 20, 2024",2024-10-20 00:13:00,2024-10-20 10:15:00,10:02:00,00:41:00,00:00:00,1,09:21:00,08:18:25,93.2,98.0,06:22:19,05:53:02,02:46:47,02:36:48,59.4,61.5,80.4,82.1,68.0,60.1,137,93,61,52,96.1,94,97,15.2,13.0,17.0,,,
2024-10-21T20:59:59-04:00,"Sunday, Oct 20, 2024","Monday, Oct 21, 2024",2024-10-21 01:35:00,2024-10-21 08:24:00,06:49:00,00:13:00,00:00:00,1,06:36:00,07:41:51,96.8,97.7,04:42:40,05:27:47,01:46:37,02:21:42,59.5,60.3,85.9,82.2,60.0,60.4,102,98,57,55,95.8,95,97,14.8,12.5,16.5,,,
2024-10-22T20:59:59-04:00,"Monday, Oct 21, 2024","Tuesday, Oct 22, 2024",2024-10-22 01:00:00,2024-10-22 09:16:00,08:16:00,00:00:00,00:00:00,1,08:16:00,07:41:51,100.0,97.7,06:10:36,05:34:10,02:45:20,02:24:29,61.0,60.5,86.7,82.8,61.0,61.0,115,101,71,56,96.0,94,98,14.8,13.5,17.0,,,
2024-10-23T20:59:59-04:00,"Tuesday, Oct 22, 2024","Wednesday, Oct 23, 2024",2024-10-23 00:16:00,2024-10-23 08:25:00,08:09:00,00:00:00,00:00:00,1,08:09:00,07:49:00,100.0,97.7,05:37:26,05:36:43,02:02:15,02:21:47,61.7,61.2,82.2,83.4,58.0,61.0,87,98,54,55,94.9,91,97,15.8,12.5,30.0,,,
2024-10-24T20:59:59-04:00,"Wednesday, Oct 23, 2024","Thursday, Oct 24, 2024",2024-10-24 01:00:00,2024-10-24 08:18:00,07:18:00,00:33:00,00:00:00,1,06:45:00,07:46:51,92.5,96.6,05:10:56,05:41:06,01:49:02,02:22:22,63.3,61.3,82.3,83.3,89.0,65.9,62,100,39,55,95.6,93,98,15.1,13.0,16.5,,,
